id,nombre,descripcion,anio,inversion_recibida,id_etapa,id_departamento,id_sector,id_equipo,ingresos_anuales,empleados
8829,Movilidad 8829 SAS,Empresa empresa del sector movilidad enfocada en innovacion y crecimiento sostenible.,2021,1551166,1,3,4,8829,2958947,108
8830,Movilidad 8830 SA,Empresa empresa del sector movilidad enfocada en innovacion y crecimiento sostenible.,2024,4392131,5,13,4,8830,8888496,106
8831,Legaltech 8831 Corp,Empresa empresa del sector legaltech enfocada en innovacion y crecimiento sostenible.,2018,3467936,1,4,14,8831,699021,96
8832,Ciberseguridad 8832 SAS,Empresa empresa del sector ciberseguridad enfocada en innovacion y crecimiento sostenible.,2025,2968156,2,21,8,8832,3200294,171
8833,Legaltech 8833 SAS,Empresa empresa del sector legaltech enfocada en innovacion y crecimiento sostenible.,2022,476463,2,7,14,8833,9512076,179
8834,Tecnologia 8834 SPA,Empresa empresa del sector tecnologia enfocada en innovacion y crecimiento sostenible.,2025,950299,2,15,1,8834,8615905,226
8835,Biotecnologia 8835 SAS,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2022,1512445,5,2,2,8835,1902545,252
8836,Tecnologia 8836 LTDA,Empresa empresa del sector tecnologia enfocada en innovacion y crecimiento sostenible.,2025,2183886,2,15,1,8836,5199965,299
8837,Salud 8837 SPA,Empresa empresa del sector salud enfocada en innovacion y crecimiento sostenible.,2020,1432286,1,18,3,8837,6248533,65
8838,Inteligencia Artificial 8838 SAS,Empresa empresa del sector inteligencia artificial enfocada en innovacion y crecimiento sostenible.,2016,3473382,1,12,9,8838,5058545,88
8839,Marketing Digital 8839 SAS,Empresa empresa del sector marketing digital enfocada en innovacion y crecimiento sostenible.,2024,2415434,1,9,10,8839,7270198,16
8840,Agroindustria 8840 SA,Empresa empresa del sector agroindustria enfocada en innovacion y crecimiento sostenible.,2020,2193464,3,14,5,8840,4408703,197
8841,Telecomunicaciones 8841 SPA,Empresa empresa del sector telecomunicaciones enfocada en innovacion y crecimiento sostenible.,2019,258610,2,11,15,8841,5677411,172
8842,Salud 8842 Corp,Empresa empresa del sector salud enfocada en innovacion y crecimiento sostenible.,2015,4207429,4,20,3,8842,7272352,277
8843,Marketing Digital 8843 Corp,Empresa empresa del sector marketing digital enfocada en innovacion y crecimiento sostenible.,2020,4216095,3,3,10,8843,3376297,87
8844,Finanzas 8844 SAS,Empresa empresa del sector finanzas enfocada en innovacion y crecimiento sostenible.,2016,3488026,2,6,7,8844,5910412,256
8845,Educacion 8845 LTDA,Empresa empresa del sector educacion enfocada en innovacion y crecimiento sostenible.,2021,1145696,4,24,19,8845,4592170,36
8846,Construccion 8846 SAS,Empresa empresa del sector construccion enfocada en innovacion y crecimiento sostenible.,2018,374286,5,23,12,8846,5675940,169
8847,Salud 8847 Corp,Empresa empresa del sector salud enfocada en innovacion y crecimiento sostenible.,2024,2203146,5,5,3,8847,8456038,255
8848,Educacion 8848 SPA,Empresa empresa del sector educacion enfocada en innovacion y crecimiento sostenible.,2025,1226852,5,27,19,8848,8609772,153
8849,Salud 8849 Corp,Empresa empresa del sector salud enfocada en innovacion y crecimiento sostenible.,2019,3504183,2,14,3,8849,5021290,266
8850,Ciberseguridad 8850 SA,Empresa empresa del sector ciberseguridad enfocada en innovacion y crecimiento sostenible.,2019,4736726,4,22,8,8850,6480502,158
8851,Tecnologia 8851 SA,Empresa empresa del sector tecnologia enfocada en innovacion y crecimiento sostenible.,2016,2442858,5,19,1,8851,5268438,82
8852,Finanzas 8852 SAS,Empresa empresa del sector finanzas enfocada en innovacion y crecimiento sostenible.,2023,2282615,5,22,7,8852,7463848,95
8853,Biotecnologia 8853 SA,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2016,4108845,2,16,2,8853,5662377,268
8854,Retail 8854 Corp,Empresa empresa del sector retail enfocada en innovacion y crecimiento sostenible.,2025,1508897,2,9,13,8854,3449773,274
8855,Educacion 8855 SA,Empresa empresa del sector educacion enfocada en innovacion y crecimiento sostenible.,2025,2063111,4,26,19,8855,661570,241
8856,Logistica 8856 SAS,Empresa empresa del sector logistica enfocada en innovacion y crecimiento sostenible.,2024,1668037,3,2,6,8856,2523154,235
8857,Salud 8857 SA,Empresa empresa del sector salud enfocada en innovacion y crecimiento sostenible.,2015,514985,5,8,3,8857,8126324,15
8858,Turismo 8858 Corp,Empresa empresa del sector turismo enfocada en innovacion y crecimiento sostenible.,2020,4684716,1,22,16,8858,8921838,227
8859,Energia 8859 LTDA,Empresa empresa del sector energia enfocada en innovacion y crecimiento sostenible.,2016,425976,1,27,20,8859,5085934,202
8860,Agroindustria 8860 SPA,Empresa empresa del sector agroindustria enfocada en innovacion y crecimiento sostenible.,2016,4438028,5,24,5,8860,3113665,249
8861,Retail 8861 Corp,Empresa empresa del sector retail enfocada en innovacion y crecimiento sostenible.,2017,2676915,2,5,13,8861,4150035,243
8862,Finanzas 8862 SPA,Empresa empresa del sector finanzas enfocada en innovacion y crecimiento sostenible.,2022,2257077,3,15,7,8862,5927774,188
8863,Tecnologia 8863 LTDA,Empresa empresa del sector tecnologia enfocada en innovacion y crecimiento sostenible.,2021,3098628,3,26,1,8863,8261319,185
8864,Turismo 8864 SAS,Empresa empresa del sector turismo enfocada en innovacion y crecimiento sostenible.,2023,1582405,4,25,16,8864,5727714,252
8865,Proptech 8865 SA,Empresa empresa del sector proptech enfocada en innovacion y crecimiento sostenible.,2018,4150791,3,15,11,8865,4812289,101
8866,Industria 4.0 8866 Corp,Empresa empresa del sector industria 4.0 enfocada en innovacion y crecimiento sostenible.,2024,1083641,5,23,18,8866,1957827,287
8867,Marketing Digital 8867 SA,Empresa empresa del sector marketing digital enfocada en innovacion y crecimiento sostenible.,2018,2010217,4,25,10,8867,1422537,232
8868,Proptech 8868 SAS,Empresa empresa del sector proptech enfocada en innovacion y crecimiento sostenible.,2018,4736853,2,7,11,8868,902264,10
8869,Energia 8869 SAS,Empresa empresa del sector energia enfocada en innovacion y crecimiento sostenible.,2021,3348782,2,24,20,8869,8901667,223
8870,Movilidad 8870 SPA,Empresa empresa del sector movilidad enfocada en innovacion y crecimiento sostenible.,2019,1156044,1,5,4,8870,6884834,19
8871,Retail 8871 SA,Empresa empresa del sector retail enfocada en innovacion y crecimiento sostenible.,2023,1619993,5,19,13,8871,7817923,89
8872,Educacion 8872 Corp,Empresa empresa del sector educacion enfocada en innovacion y crecimiento sostenible.,2018,591266,5,21,19,8872,3695136,289
8873,Alimentos 8873 Corp,Empresa empresa del sector alimentos enfocada en innovacion y crecimiento sostenible.,2024,2307057,4,13,17,8873,8540091,211
8874,Retail 8874 SPA,Empresa empresa del sector retail enfocada en innovacion y crecimiento sostenible.,2025,3578361,5,22,13,8874,5653496,18
8875,Finanzas 8875 SA,Empresa empresa del sector finanzas enfocada en innovacion y crecimiento sostenible.,2025,1002013,2,2,7,8875,5563570,98
8876,Proptech 8876 LTDA,Empresa empresa del sector proptech enfocada en innovacion y crecimiento sostenible.,2015,375043,5,11,11,8876,5117047,269
8877,Biotecnologia 8877 SA,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2020,3353047,1,15,2,8877,4584640,236
8878,Legaltech 8878 LTDA,Empresa empresa del sector legaltech enfocada en innovacion y crecimiento sostenible.,2017,4310548,2,10,14,8878,6517923,177
8879,Energia 8879 LTDA,Empresa empresa del sector energia enfocada en innovacion y crecimiento sostenible.,2015,1943449,5,26,20,8879,3780650,34
8880,Biotecnologia 8880 SAS,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2017,2448786,2,24,2,8880,3091473,120
8881,Retail 8881 SA,Empresa empresa del sector retail enfocada en innovacion y crecimiento sostenible.,2016,2123943,1,6,13,8881,6742774,290
8882,Agroindustria 8882 SAS,Empresa empresa del sector agroindustria enfocada en innovacion y crecimiento sostenible.,2019,4427849,2,26,5,8882,2390603,134
8883,Telecomunicaciones 8883 Corp,Empresa empresa del sector telecomunicaciones enfocada en innovacion y crecimiento sostenible.,2016,2680025,2,17,15,8883,1416597,146
8884,Tecnologia 8884 SAS,Empresa empresa del sector tecnologia enfocada en innovacion y crecimiento sostenible.,2018,2028261,3,24,1,8884,5286961,147
8885,Retail 8885 SA,Empresa empresa del sector retail enfocada en innovacion y crecimiento sostenible.,2015,3890052,4,15,13,8885,9111273,280
8886,Ciberseguridad 8886 SAS,Empresa empresa del sector ciberseguridad enfocada en innovacion y crecimiento sostenible.,2017,1249493,1,6,8,8886,4000516,150
8887,Movilidad 8887 SPA,Empresa empresa del sector movilidad enfocada en innovacion y crecimiento sostenible.,2025,420225,2,25,4,8887,9864888,192
8888,Marketing Digital 8888 SAS,Empresa empresa del sector marketing digital enfocada en innovacion y crecimiento sostenible.,2025,3208739,2,25,10,8888,3752721,104
8889,Logistica 8889 LTDA,Empresa empresa del sector logistica enfocada en innovacion y crecimiento sostenible.,2018,725997,4,18,6,8889,2938856,292
8890,Industria 4.0 8890 SAS,Empresa empresa del sector industria 4.0 enfocada en innovacion y crecimiento sostenible.,2015,2218960,3,22,18,8890,6464523,218
8891,Marketing Digital 8891 Corp,Empresa empresa del sector marketing digital enfocada en innovacion y crecimiento sostenible.,2025,4436272,3,4,10,8891,4802004,149
8892,Industria 4.0 8892 LTDA,Empresa empresa del sector industria 4.0 enfocada en innovacion y crecimiento sostenible.,2024,1670472,3,25,18,8892,1958947,217
8893,Salud 8893 SPA,Empresa empresa del sector salud enfocada en innovacion y crecimiento sostenible.,2015,3995974,3,22,3,8893,9208585,153
8894,Telecomunicaciones 8894 Corp,Empresa empresa del sector telecomunicaciones enfocada en innovacion y crecimiento sostenible.,2020,4200102,3,18,15,8894,7265531,147
8895,Legaltech 8895 Corp,Empresa empresa del sector legaltech enfocada en innovacion y crecimiento sostenible.,2023,1316617,2,25,14,8895,5027852,148
8896,Finanzas 8896 SA,Empresa empresa del sector finanzas enfocada en innovacion y crecimiento sostenible.,2025,4129903,2,19,7,8896,8136508,167
8897,Movilidad 8897 Corp,Empresa empresa del sector movilidad enfocada en innovacion y crecimiento sostenible.,2016,3097951,3,16,4,8897,6871878,82
8898,Telecomunicaciones 8898 LTDA,Empresa empresa del sector telecomunicaciones enfocada en innovacion y crecimiento sostenible.,2016,2772747,4,6,15,8898,2148132,240
8899,Legaltech 8899 SA,Empresa empresa del sector legaltech enfocada en innovacion y crecimiento sostenible.,2025,2199063,2,22,14,8899,8666452,286
8900,Marketing Digital 8900 SA,Empresa empresa del sector marketing digital enfocada en innovacion y crecimiento sostenible.,2025,4796014,2,19,10,8900,2972672,112
8901,Biotecnologia 8901 SPA,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2025,3218740,4,16,2,8901,4985505,155
8902,Ciberseguridad 8902 Corp,Empresa empresa del sector ciberseguridad enfocada en innovacion y crecimiento sostenible.,2018,1341310,2,11,8,8902,588139,217
8903,Educacion 8903 SA,Empresa empresa del sector educacion enfocada en innovacion y crecimiento sostenible.,2024,2053822,3,20,19,8903,9777484,88
8904,Ciberseguridad 8904 SA,Empresa empresa del sector ciberseguridad enfocada en innovacion y crecimiento sostenible.,2015,1516359,1,24,8,8904,1200352,179
8905,Alimentos 8905 SAS,Empresa empresa del sector alimentos enfocada en innovacion y crecimiento sostenible.,2022,4315509,5,11,17,8905,2514612,133
8906,Agroindustria 8906 LTDA,Empresa empresa del sector agroindustria enfocada en innovacion y crecimiento sostenible.,2025,3798782,2,1,5,8906,4013129,284
8907,Industria 4.0 8907 SA,Empresa empresa del sector industria 4.0 enfocada en innovacion y crecimiento sostenible.,2024,4416755,5,8,18,8907,1678004,142
8908,Biotecnologia 8908 SA,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2024,2624832,4,11,2,8908,3499262,159
8909,Telecomunicaciones 8909 SAS,Empresa empresa del sector telecomunicaciones enfocada en innovacion y crecimiento sostenible.,2020,3568188,2,2,15,8909,3802516,184
8910,Finanzas 8910 LTDA,Empresa empresa del sector finanzas enfocada en innovacion y crecimiento sostenible.,2024,4248032,4,13,7,8910,2220105,148
8911,Tecnologia 8911 LTDA,Empresa empresa del sector tecnologia enfocada en innovacion y crecimiento sostenible.,2015,1063222,4,3,1,8911,8006419,109
8912,Biotecnologia 8912 SAS,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2018,1515621,2,5,2,8912,579462,96
8913,Biotecnologia 8913 SAS,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2017,4777095,5,8,2,8913,6692904,102
8914,Finanzas 8914 LTDA,Empresa empresa del sector finanzas enfocada en innovacion y crecimiento sostenible.,2015,2621547,1,4,7,8914,7445733,267
8915,Agroindustria 8915 SA,Empresa empresa del sector agroindustria enfocada en innovacion y crecimiento sostenible.,2019,2796781,3,21,5,8915,8327021,171
8916,Legaltech 8916 LTDA,Empresa empresa del sector legaltech enfocada en innovacion y crecimiento sostenible.,2015,4883051,4,10,14,8916,7592720,33
8917,Construccion 8917 SA,Empresa empresa del sector construccion enfocada en innovacion y crecimiento sostenible.,2020,4963754,3,21,12,8917,9826072,231
8918,Movilidad 8918 SA,Empresa empresa del sector movilidad enfocada en innovacion y crecimiento sostenible.,2024,3866332,1,23,4,8918,6185982,37
8919,Turismo 8919 SA,Empresa empresa del sector turismo enfocada en innovacion y crecimiento sostenible.,2025,3033794,4,6,16,8919,4231944,109
8920,Proptech 8920 SPA,Empresa empresa del sector proptech enfocada en innovacion y crecimiento sostenible.,2016,2873915,3,22,11,8920,6631626,213
8921,Salud 8921 SAS,Empresa empresa del sector salud enfocada en innovacion y crecimiento sostenible.,2025,3394630,1,24,3,8921,7244071,272
8922,Agroindustria 8922 LTDA,Empresa empresa del sector agroindustria enfocada en innovacion y crecimiento sostenible.,2015,3107646,2,15,5,8922,9352038,137
8923,Marketing Digital 8923 SA,Empresa empresa del sector marketing digital enfocada en innovacion y crecimiento sostenible.,2016,1436864,1,3,10,8923,5448330,244
8924,Turismo 8924 Corp,Empresa empresa del sector turismo enfocada en innovacion y crecimiento sostenible.,2023,216337,4,24,16,8924,409688,296
8925,Logistica 8925 SAS,Empresa empresa del sector logistica enfocada en innovacion y crecimiento sostenible.,2023,2332711,1,26,6,8925,7192261,78
8926,Biotecnologia 8926 LTDA,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2022,1453956,3,4,2,8926,4612313,167
8927,Biotecnologia 8927 Corp,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2016,58558,3,13,2,8927,398695,99
8928,Energia 8928 LTDA,Empresa empresa del sector energia enfocada en innovacion y crecimiento sostenible.,2017,4087340,1,12,20,8928,1977512,62
8929,Industria 4.0 8929 LTDA,Empresa empresa del sector industria 4.0 enfocada en innovacion y crecimiento sostenible.,2020,2396945,5,15,18,8929,3970469,280
8930,Tecnologia 8930 SA,Empresa empresa del sector tecnologia enfocada en innovacion y crecimiento sostenible.,2019,2390785,4,26,1,8930,3273692,140
8931,Biotecnologia 8931 SPA,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2023,855318,3,3,2,8931,4505994,170
8932,Industria 4.0 8932 Corp,Empresa empresa del sector industria 4.0 enfocada en innovacion y crecimiento sostenible.,2020,356596,4,13,18,8932,8861931,75
8933,Proptech 8933 Corp,Empresa empresa del sector proptech enfocada en innovacion y crecimiento sostenible.,2025,879154,4,19,11,8933,5406495,49
8934,Construccion 8934 SPA,Empresa empresa del sector construccion enfocada en innovacion y crecimiento sostenible.,2016,3906048,3,20,12,8934,2066809,17
8935,Telecomunicaciones 8935 SPA,Empresa empresa del sector telecomunicaciones enfocada en innovacion y crecimiento sostenible.,2016,333929,2,25,15,8935,5465069,187
8936,Energia 8936 LTDA,Empresa empresa del sector energia enfocada en innovacion y crecimiento sostenible.,2025,4614472,2,26,20,8936,617802,164
8937,Agroindustria 8937 SAS,Empresa empresa del sector agroindustria enfocada en innovacion y crecimiento sostenible.,2017,478986,2,5,5,8937,6576867,104
8938,Biotecnologia 8938 SPA,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2019,1381270,1,4,2,8938,1076245,38
8939,Turismo 8939 SA,Empresa empresa del sector turismo enfocada en innovacion y crecimiento sostenible.,2016,2328985,5,11,16,8939,8742277,141
8940,Marketing Digital 8940 LTDA,Empresa empresa del sector marketing digital enfocada en innovacion y crecimiento sostenible.,2022,4355580,3,25,10,8940,8365642,271
8941,Retail 8941 SA,Empresa empresa del sector retail enfocada en innovacion y crecimiento sostenible.,2019,1178610,1,21,13,8941,7702574,248
8942,Retail 8942 SA,Empresa empresa del sector retail enfocada en innovacion y crecimiento sostenible.,2017,3462681,4,27,13,8942,722817,183
8943,Energia 8943 SPA,Empresa empresa del sector energia enfocada en innovacion y crecimiento sostenible.,2022,4083549,4,1,20,8943,6711496,256
8944,Agroindustria 8944 SA,Empresa empresa del sector agroindustria enfocada en innovacion y crecimiento sostenible.,2020,3703146,5,22,5,8944,4805072,281
8945,Marketing Digital 8945 SA,Empresa empresa del sector marketing digital enfocada en innovacion y crecimiento sostenible.,2025,3880169,4,21,10,8945,4151008,127
8946,Logistica 8946 SA,Empresa empresa del sector logistica enfocada en innovacion y crecimiento sostenible.,2025,2904316,1,8,6,8946,6840655,263
8947,Logistica 8947 SA,Empresa empresa del sector logistica enfocada en innovacion y crecimiento sostenible.,2017,3084237,1,22,6,8947,7514356,274
8948,Finanzas 8948 SPA,Empresa empresa del sector finanzas enfocada en innovacion y crecimiento sostenible.,2023,1321779,5,5,7,8948,5396605,70
8949,Movilidad 8949 SA,Empresa empresa del sector movilidad enfocada en innovacion y crecimiento sostenible.,2016,2069347,2,25,4,8949,7446256,16
8950,Biotecnologia 8950 LTDA,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2018,4856872,2,25,2,8950,2806561,232
8951,Ciberseguridad 8951 SPA,Empresa empresa del sector ciberseguridad enfocada en innovacion y crecimiento sostenible.,2024,2229251,5,8,8,8951,3294728,164
8952,Retail 8952 SPA,Empresa empresa del sector retail enfocada en innovacion y crecimiento sostenible.,2023,1457785,4,14,13,8952,8528556,11
8953,Energia 8953 LTDA,Empresa empresa del sector energia enfocada en innovacion y crecimiento sostenible.,2020,1713307,4,5,20,8953,9572426,73
8954,Educacion 8954 SAS,Empresa empresa del sector educacion enfocada en innovacion y crecimiento sostenible.,2024,4497233,3,26,19,8954,8905530,232
8955,Retail 8955 SA,Empresa empresa del sector retail enfocada en innovacion y crecimiento sostenible.,2017,997799,4,11,13,8955,7147311,144
8956,Finanzas 8956 LTDA,Empresa empresa del sector finanzas enfocada en innovacion y crecimiento sostenible.,2017,1596287,1,25,7,8956,9337615,277
8957,Telecomunicaciones 8957 SAS,Empresa empresa del sector telecomunicaciones enfocada en innovacion y crecimiento sostenible.,2018,2438433,2,13,15,8957,5429246,234
8958,Finanzas 8958 LTDA,Empresa empresa del sector finanzas enfocada en innovacion y crecimiento sostenible.,2018,2786891,3,9,7,8958,8211805,237
8959,Telecomunicaciones 8959 SPA,Empresa empresa del sector telecomunicaciones enfocada en innovacion y crecimiento sostenible.,2022,4409741,2,7,15,8959,4656877,180
8960,Logistica 8960 Corp,Empresa empresa del sector logistica enfocada en innovacion y crecimiento sostenible.,2024,1504072,5,26,6,8960,280599,261
8961,Telecomunicaciones 8961 Corp,Empresa empresa del sector telecomunicaciones enfocada en innovacion y crecimiento sostenible.,2025,3557056,4,8,15,8961,9755508,64
8962,Movilidad 8962 SAS,Empresa empresa del sector movilidad enfocada en innovacion y crecimiento sostenible.,2015,3317604,1,24,4,8962,7412471,232
8963,Movilidad 8963 SAS,Empresa empresa del sector movilidad enfocada en innovacion y crecimiento sostenible.,2021,1126253,2,17,4,8963,4413349,32
8964,Telecomunicaciones 8964 SAS,Empresa empresa del sector telecomunicaciones enfocada en innovacion y crecimiento sostenible.,2019,4279193,3,9,15,8964,1727556,62
8965,Turismo 8965 Corp,Empresa empresa del sector turismo enfocada en innovacion y crecimiento sostenible.,2019,4519511,5,27,16,8965,824033,125
8966,Ciberseguridad 8966 Corp,Empresa empresa del sector ciberseguridad enfocada en innovacion y crecimiento sostenible.,2018,2394166,5,16,8,8966,170250,277
8967,Tecnologia 8967 Corp,Empresa empresa del sector tecnologia enfocada en innovacion y crecimiento sostenible.,2016,3209170,3,21,1,8967,8189433,272
8968,Marketing Digital 8968 Corp,Empresa empresa del sector marketing digital enfocada en innovacion y crecimiento sostenible.,2015,2649676,5,3,10,8968,819294,207
8969,Movilidad 8969 Corp,Empresa empresa del sector movilidad enfocada en innovacion y crecimiento sostenible.,2018,3444354,2,14,4,8969,2245082,160
8970,Marketing Digital 8970 LTDA,Empresa empresa del sector marketing digital enfocada en innovacion y crecimiento sostenible.,2018,1923553,5,11,10,8970,7075918,270
8971,Finanzas 8971 Corp,Empresa empresa del sector finanzas enfocada en innovacion y crecimiento sostenible.,2023,2418595,5,27,7,8971,3459895,202
8972,Finanzas 8972 SA,Empresa empresa del sector finanzas enfocada en innovacion y crecimiento sostenible.,2022,4789187,1,21,7,8972,5440352,96
8973,Retail 8973 SAS,Empresa empresa del sector retail enfocada en innovacion y crecimiento sostenible.,2018,2966912,3,15,13,8973,5474915,216
8974,Tecnologia 8974 SAS,Empresa empresa del sector tecnologia enfocada en innovacion y crecimiento sostenible.,2023,117711,3,20,1,8974,4607925,154
8975,Retail 8975 SPA,Empresa empresa del sector retail enfocada en innovacion y crecimiento sostenible.,2025,3425370,3,11,13,8975,3454342,172
8976,Salud 8976 SAS,Empresa empresa del sector salud enfocada en innovacion y crecimiento sostenible.,2015,3999669,4,10,3,8976,4376692,247
8977,Agroindustria 8977 SPA,Empresa empresa del sector agroindustria enfocada en innovacion y crecimiento sostenible.,2024,4194986,5,14,5,8977,2540351,214
8978,Telecomunicaciones 8978 SPA,Empresa empresa del sector telecomunicaciones enfocada en innovacion y crecimiento sostenible.,2022,114940,3,18,15,8978,9639593,268
8979,Finanzas 8979 SA,Empresa empresa del sector finanzas enfocada en innovacion y crecimiento sostenible.,2019,2133339,5,3,7,8979,2069485,98
8980,Tecnologia 8980 SA,Empresa empresa del sector tecnologia enfocada en innovacion y crecimiento sostenible.,2017,2933818,3,9,1,8980,1519420,163
8981,Alimentos 8981 SAS,Empresa empresa del sector alimentos enfocada en innovacion y crecimiento sostenible.,2022,2604705,5,26,17,8981,7386164,105
8982,Ciberseguridad 8982 SAS,Empresa empresa del sector ciberseguridad enfocada en innovacion y crecimiento sostenible.,2017,2672420,2,13,8,8982,9998611,107
8983,Energia 8983 SAS,Empresa empresa del sector energia enfocada en innovacion y crecimiento sostenible.,2020,1638993,2,1,20,8983,2764634,248
8984,Legaltech 8984 Corp,Empresa empresa del sector legaltech enfocada en innovacion y crecimiento sostenible.,2023,4373959,3,8,14,8984,8831283,273
8985,Tecnologia 8985 SAS,Empresa empresa del sector tecnologia enfocada en innovacion y crecimiento sostenible.,2023,2207606,3,14,1,8985,6181511,207
8986,Retail 8986 SA,Empresa empresa del sector retail enfocada en innovacion y crecimiento sostenible.,2016,4843245,3,20,13,8986,1650989,58
8987,Biotecnologia 8987 SAS,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2023,859918,3,3,2,8987,1760215,248
8988,Energia 8988 LTDA,Empresa empresa del sector energia enfocada en innovacion y crecimiento sostenible.,2022,4492198,2,15,20,8988,2601548,85
8989,Inteligencia Artificial 8989 SAS,Empresa empresa del sector inteligencia artificial enfocada en innovacion y crecimiento sostenible.,2019,3894900,2,6,9,8989,6799223,88
8990,Ciberseguridad 8990 SAS,Empresa empresa del sector ciberseguridad enfocada en innovacion y crecimiento sostenible.,2021,468463,3,10,8,8990,222564,81
8991,Logistica 8991 Corp,Empresa empresa del sector logistica enfocada en innovacion y crecimiento sostenible.,2021,2741667,4,23,6,8991,2168470,94
8992,Biotecnologia 8992 SPA,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2017,4010188,3,22,2,8992,607599,101
8993,Marketing Digital 8993 SAS,Empresa empresa del sector marketing digital enfocada en innovacion y crecimiento sostenible.,2020,112338,4,23,10,8993,6348869,123
8994,Construccion 8994 LTDA,Empresa empresa del sector construccion enfocada en innovacion y crecimiento sostenible.,2016,3118850,3,16,12,8994,7884532,136
8995,Tecnologia 8995 SA,Empresa empresa del sector tecnologia enfocada en innovacion y crecimiento sostenible.,2019,783966,2,20,1,8995,2529508,143
8996,Alimentos 8996 SPA,Empresa empresa del sector alimentos enfocada en innovacion y crecimiento sostenible.,2019,4753274,3,18,17,8996,8571352,262
8997,Ciberseguridad 8997 SAS,Empresa empresa del sector ciberseguridad enfocada en innovacion y crecimiento sostenible.,2015,4853471,5,20,8,8997,4966564,43
8998,Legaltech 8998 Corp,Empresa empresa del sector legaltech enfocada en innovacion y crecimiento sostenible.,2015,1451166,3,26,14,8998,9681158,137
8999,Educacion 8999 Corp,Empresa empresa del sector educacion enfocada en innovacion y crecimiento sostenible.,2021,1892156,4,16,19,8999,1775307,37
9000,Construccion 9000 SPA,Empresa empresa del sector construccion enfocada en innovacion y crecimiento sostenible.,2022,2696909,5,25,12,9000,4598918,299
9001,Energia 9001 SPA,Empresa empresa del sector energia enfocada en innovacion y crecimiento sostenible.,2024,4232827,3,22,20,9001,2609214,44
9002,Biotecnologia 9002 SAS,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2016,4657835,3,9,2,9002,9842829,60
9003,Construccion 9003 Corp,Empresa empresa del sector construccion enfocada en innovacion y crecimiento sostenible.,2020,2579103,2,10,12,9003,5500057,182
9004,Movilidad 9004 LTDA,Empresa empresa del sector movilidad enfocada en innovacion y crecimiento sostenible.,2021,4958329,5,18,4,9004,3852796,13
9005,Educacion 9005 SA,Empresa empresa del sector educacion enfocada en innovacion y crecimiento sostenible.,2016,1273978,5,27,19,9005,7984695,79
9006,Retail 9006 SPA,Empresa empresa del sector retail enfocada en innovacion y crecimiento sostenible.,2023,4821365,5,21,13,9006,2463943,39
9007,Agroindustria 9007 SPA,Empresa empresa del sector agroindustria enfocada en innovacion y crecimiento sostenible.,2022,3756229,3,15,5,9007,2693447,155
9008,Movilidad 9008 LTDA,Empresa empresa del sector movilidad enfocada en innovacion y crecimiento sostenible.,2023,4269638,5,6,4,9008,540582,81
9009,Telecomunicaciones 9009 Corp,Empresa empresa del sector telecomunicaciones enfocada en innovacion y crecimiento sostenible.,2023,2359483,2,15,15,9009,4111896,7
9010,Marketing Digital 9010 SPA,Empresa empresa del sector marketing digital enfocada en innovacion y crecimiento sostenible.,2025,2209602,4,4,10,9010,3968128,62
9011,Ciberseguridad 9011 SPA,Empresa empresa del sector ciberseguridad enfocada en innovacion y crecimiento sostenible.,2023,2384562,5,6,8,9011,3158788,223
9012,Logistica 9012 SAS,Empresa empresa del sector logistica enfocada en innovacion y crecimiento sostenible.,2017,1960483,2,3,6,9012,2609826,175
9013,Tecnologia 9013 Corp,Empresa empresa del sector tecnologia enfocada en innovacion y crecimiento sostenible.,2022,2418205,1,19,1,9013,2720359,103
9014,Marketing Digital 9014 SPA,Empresa empresa del sector marketing digital enfocada en innovacion y crecimiento sostenible.,2024,2373312,3,21,10,9014,6098251,165
9015,Logistica 9015 SA,Empresa empresa del sector logistica enfocada en innovacion y crecimiento sostenible.,2019,4303826,5,23,6,9015,142455,52
9016,Energia 9016 SPA,Empresa empresa del sector energia enfocada en innovacion y crecimiento sostenible.,2023,2764349,5,19,20,9016,9777070,298
9017,Industria 4.0 9017 SPA,Empresa empresa del sector industria 4.0 enfocada en innovacion y crecimiento sostenible.,2025,2721353,3,4,18,9017,3204385,175
